"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","POP","POParr"
"57443","Marange-Silvange","57535","MARANGE SILVANGE","44","57",5814,5814
"57444","Marange-Zondrange","57690","MARANGE ZONDRANGE","44","57",317,317
"57445","Marieulles","57420","MARIEULLES","44","57",684.000000000003,684
"57446","Marimont-lès-Bénestroff","57670","MARIMONT LES BENESTROFF","44","57",43,43
"57447","Marly","57155","MARLY","44","57",9861,9861
"57448","Marsal","57630","MARSAL","44","57",259,259
"57449","Marsilly","57530","MARSILLY","44","57",528.999999999999,528
"57451","Marthille","57340","MARTHILLE","44","57",173,173
"57452","La Maxe","57140","LA MAXE","44","57",868,868
"57453","Maxstadt","57660","MAXSTADT","44","57",326,326
"57454","Mécleuves","57245","MECLEUVES","44","57",1174,1174
"57455","Mégange","57220","MEGANGE","44","57",168,168
"57456","Meisenthal","57960","MEISENTHAL","44","57",697,697
"57457","Menskirch","57320","MENSKIRCH","44","57",144,144
"57459","Merschweiller","57480","MERSCHWEILLER","44","57",202.999999999999,202
"57460","Merten","57550","MERTEN","44","57",1560.00000000001,1560
"57461","Métairies-Saint-Quirin","57560","METAIRIES ST QUIRIN","44","57",300,300
"57462","Metting","57370","METTING","44","57",361,361
"57463","Metz","57000","METZ","44","57",118634,118634
"57463","Metz","57050","METZ","44","57",118634,118634
"57463","Metz","57070","METZ","44","57",118634,118634
"57464","Metzeresche","57920","METZERESCHE","44","57",871,871
"57465","Metzervisse","57940","METZERVISSE","44","57",2090,2090
"57466","Metzing","57980","METZING","44","57",625.000000000003,625
"57467","Mey","57070","MEY","44","57",298.999999999999,298
"57468","Mittelbronn","57370","MITTELBRONN","44","57",667.999999999998,667
"57469","Mittersheim","57930","MITTERSHEIM","44","57",595.999999999998,595
"57470","Molring","57670","MOLRING","44","57",8,8
"57471","Momerstroff","57220","MOMERSTROFF","44","57",286,286
"57472","Moncheux","57420","MONCHEUX","44","57",147,147
"57473","Moncourt","57810","MONCOURT","44","57",79,79
"57474","Mondelange","57300","MONDELANGE","44","57",5963.99999999999,5963
"57475","Mondorff","57570","MONDORFF","44","57",575.000000000001,575
"57476","Monneren","57920","MONNEREN","44","57",385.999999999999,385
"57477","Montbronn","57415","MONTBRONN","44","57",1653,1653
"57478","Montdidier","57670","MONTDIDIER","44","57",72,72
"57479","Montenach","57480","MONTENACH","44","57",435,435
"57480","Montigny-lès-Metz","57950","MONTIGNY LES METZ","44","57",21831,21831
"57481","Montois-la-Montagne","57860","MONTOIS LA MONTAGNE","44","57",2448.99999999999,2448
"57482","Montoy-Flanville","57645","MONTOY FLANVILLE","44","57",1117,1117
"57483","Morhange","57340","MORHANGE","44","57",3489,3489
"57484","Morsbach","57600","MORSBACH","44","57",2703,2703
"57485","Morville-lès-Vic","57170","MORVILLE LES VIC","44","57",135,135
"57486","Morville-sur-Nied","57590","MORVILLE SUR NIED","44","57",127,127
"57487","Moulins-lès-Metz","57160","MOULINS LES METZ","44","57",5076,5076
"57488","Moussey","57770","MOUSSEY","44","57",608.000000000001,608
"57489","Mouterhouse","57620","MOUTERHOUSE","44","57",279,279
"57490","Moyenvic","57630","MOYENVIC","44","57",378,378
"57491","Moyeuvre-Grande","57250","MOYEUVRE GRANDE","44","57",7907.00000000003,7907
"57492","Moyeuvre-Petite","57250","MOYEUVRE PETITE","44","57",481.000000000001,481
"57493","Mulcey","57260","MULCEY","44","57",212.999999999999,212
"57494","Munster","57670","MUNSTER","44","57",240,240
"57495","Narbéfontaine","57220","NARBEFONTAINE","44","57",122,122
"57496","Nébing","57670","NEBING","44","57",365.000000000002,365
"57497","Nelling","57670","NELLING","44","57",283,283
"57498","Neufchef","57700","NEUFCHEF","44","57",2522,2522
"57499","Neufgrange","57910","NEUFGRANGE","44","57",1403,1403
"57500","Neufmoulins","57830","NEUFMOULINS","44","57",42,42
"57501","Neufvillage","57670","NEUFVILLAGE","44","57",38.9999999999999,38
"57502","Neunkirchen-lès-Bouzonville","57320","NEUNKIRCHEN LES BOUZONVILLE","44","57",338,338
"57504","Niderhoff","57560","NIDERHOFF","44","57",289,289
"57505","Niderviller","57565","NIDERVILLER","44","57",1221,1221
"57506","Niederstinzel","57930","NIEDERSTINZEL","44","57",266,266
"57507","Niedervisse","57220","NIEDERVISSE","44","57",254,254
"57508","Nilvange","57240","NILVANGE","44","57",4889,4889
"57509","Nitting","57790","NITTING","44","57",468.000000000002,468
"57510","Noisseville","57645","NOISSEVILLE","44","57",1017,1017
"57511","Norroy-le-Veneur","57140","NORROY LE VENEUR","44","57",1040,1040
"57512","Nouilly","57645","NOUILLY","44","57",588,588
"57513","Nousseviller-lès-Bitche","57720","NOUSSEVILLER LES BITCHE","44","57",143.999999999999,144
"57514","Nousseviller-Saint-Nabor","57990","NOUSSEVILLER ST NABOR","44","57",1185,1185
"57515","Novéant-sur-Moselle","57680","NOVEANT SUR MOSELLE","44","57",1937,1937
"57516","Oberdorff","57320","OBERDORFF","44","57",359.000000000001,359
"57517","Obergailbach","57720","OBERGAILBACH","44","57",323,323
"57518","Oberstinzel","57930","OBERSTINZEL","44","57",358.999999999999,358
"57519","Obervisse","57220","OBERVISSE","44","57",159,159
"57520","Obreck","57170","OBRECK","44","57",43,43
"57521","OEting","57600","OETING","44","57",2617,2617
"57523","Ogy","57530","OGY","44","57",534,534
"57524","Ommeray","57810","OMMERAY","44","57",110,110
"57525","Oriocourt","57590","ORIOCOURT","44","57",59,59
"57526","Ormersviller","57720","ORMERSVILLER","44","57",392.000000000002,392
"57527","Orny","57420","ORNY","44","57",374,374
"57528","Oron","57590","ORON","44","57",100,100
"57529","Ottange","57840","OTTANGE","44","57",2807,2807
"57530","Ottonville","57220","OTTONVILLE","44","57",417,417
"57531","Oudrenne","57970","OUDRENNE","44","57",727,727
"57532","Pagny-lès-Goin","57420","PAGNY LES GOIN","44","57",258,258
"57533","Pange","57530","PANGE","44","57",917.000000000004,917
"57534","Peltre","57245","PELTRE","44","57",1844,1844
"57535","Petit-Réderching","57410","PETIT REDERCHING","44","57",1505,1505
"57536","Petit-Tenquin","57660","PETIT TENQUIN","44","57",241.000000000001,241
"57537","Petite-Rosselle","57540","PETITE ROSSELLE","44","57",6486.00000000001,6486
"57538","Pettoncourt","57170","PETTONCOURT","44","57",289,289
"57539","Pévange","57340","PEVANGE","44","57",52,52
"57540","Phalsbourg","57370","PHALSBOURG","44","57",4767.00000000002,4767
"57541","Philippsbourg","57230","PHILIPPSBOURG","44","57",631.999999999997,631
"57542","Piblange","57220","PIBLANGE","44","57",1019,1019
"57543","Pierrevillers","57120","PIERREVILLERS","44","57",1513.99999999999,1513
"57544","Plaine-de-Walsch","57870","PLAINE DE WALSCH","44","57",626,626
"57545","Plappeville","57050","PLAPPEVILLE","44","57",2066,2066
"57546","Plesnois","57140","PLESNOIS","44","57",788,788
"57547","Pommérieux","57420","POMMERIEUX","44","57",716.000000000003,716
"57548","Pontoy","57420","PONTOY","44","57",401,401
"57549","Pontpierre","57380","PONTPIERRE","44","57",745,745
"57550","Porcelette","57890","PORCELETTE","44","57",2528,2528
"57551","Postroff","57930","POSTROFF","44","57",216.999999999999,216
"57552","Pouilly","57420","POUILLY","44","57",654,654
"57553","Pournoy-la-Chétive","57420","POURNOY LA CHETIVE","44","57",643,643
"57554","Pournoy-la-Grasse","57420","POURNOY LA GRASSE","44","57",550,550
"57555","Prévocourt","57590","PREVOCOURT","44","57",110,110
"57556","Puttelange-aux-Lacs","57510","PUTTELANGE AUX LACS","44","57",3096,3096
"57557","Puttelange-lès-Thionville","57570","PUTTELANGE LES THIONVILLE","44","57",930,930
"57558","Puttigny","57170","PUTTIGNY","44","57",80,80
"57559","Puzieux","57590","PUZIEUX","44","57",181,181
"57560","Racrange","57340","RACRANGE","44","57",613.999999999999,613
"57561","Rahling","57410","RAHLING","44","57",802,802
"57562","Ranguevaux","57700","RANGUEVAUX","44","57",791,791
"57563","Raville","57530","RAVILLE","44","57",271,271
"57564","Réchicourt-le-Château","57810","RECHICOURT LE CHATEAU","44","57",590.000000000001,590
"57565","Rédange","57390","REDANGE","44","57",1004,1004
"57566","Réding","57445","REDING","44","57",2424,2424
"57567","Rémelfang","57320","REMELFANG","44","57",148,148
"57568","Rémelfing","57200","REMELFING","44","57",1391,1391
"57569","Rémeling","57480","REMELING","44","57",311.000000000002,311
"57570","Rémering","57550","REMERING","44","57",445.000000000001,445
"57571","Rémering-lès-Puttelange","57510","REMERING LES PUTTELANGE","44","57",1159,1159
"57572","Rémilly","57580","REMILLY","44","57",2147,2147
"57573","Réning","57670","RENING","44","57",114,114
"57574","Basse-Rentgen","57570","BASSE RENTGEN","44","57",411,411
"57575","Retonfey","57645","RETONFEY","44","57",1355,1355
"57576","Rettel","57480","RETTEL","44","57",719,719
"57577","Reyersviller","57230","REYERSVILLER","44","57",367,367
"57578","Rezonville","57130","REZONVILLE","44","57",329,329
"57579","Rhodes","57810","RHODES","44","57",112,112
"57580","Riche","57340","RICHE","44","57",180,180
"57581","Richeling","57510","RICHELING","44","57",347.999999999999,347
"57582","Richemont","57270","RICHEMONT","44","57",1855,1855
"57583","Richeval","57830","RICHEVAL","44","57",137,137
"57584","Rimling","57720","RIMLING","44","57",579.999999999997,579
"57585","Ritzing","57480","RITZING","44","57",154.000000000001,154
"57586","Rochonvillers","57840","ROCHONVILLERS","44","57",205,205
"57587","Rodalbe","57340","RODALBE","44","57",230.000000000001,230
"57588","Rodemack","57570","RODEMACK","44","57",1101,1101
"57589","Rohrbach-lès-Bitche","57410","ROHRBACH LES BITCHE","44","57",2092,2092
"57590","Rolbing","57720","ROLBING","44","57",267,267
"57591","Rombas","57120","ROMBAS","44","57",10002,10002
"57592","Romelfing","57930","ROMELFING","44","57",368.000000000001,368
"57593","Roncourt","57860","RONCOURT","44","57",968.999999999998,968
"57594","Roppeviller","57230","ROPPEVILLER","44","57",123,123
"57595","Rorbach-lès-Dieuze","57260","RORBACH LES DIEUZE","44","57",60,60
"57596","Rosbruck","57800","ROSBRUCK","44","57",771,771
"57597","Rosselange","57780","ROSSELANGE","44","57",2876,2876
"57598","Rouhling","57520","ROUHLING","44","57",2049,2049
"57599","Roupeldange","57220","ROUPELDANGE","44","57",388,388
"57600","Roussy-le-Village","57330","ROUSSY LE VILLAGE","44","57",1284,1284
"57601","Rozérieulles","57160","ROZERIEULLES","44","57",1372,1372
"57602","Rurange-lès-Thionville","57310","RURANGE LES THIONVILLE","44","57",2413,2413
"57603","Russange","57390","RUSSANGE","44","57",1228,1228
"57604","Rustroff","57480","RUSTROFF","44","57",593,593
"57605","Sailly-Achâtel","57420","SAILLY ACHATEL","44","57",256,256
"57606","Saint-Avold","57500","ST AVOLD","44","57",16126,16126
"57607","Sainte-Barbe","57640","STE BARBE","44","57",728.000000000001,728
"57609","Saint-Epvre","57580","ST EPVRE","44","57",167,167
"57610","Saint-François-Lacroix","57320","ST FRANCOIS LACROIX","44","57",300.000000000001,300
"57611","Saint-Georges","57830","ST GEORGES","44","57",207.000000000001,207
"57612","Saint-Hubert","57640","ST HUBERT","44","57",207,207
"57613","Saint-Jean-de-Bassel","57930","ST JEAN DE BASSEL","44","57",325,325
"57614","Saint-Jean-Kourtzerode","57370","ST JEAN KOURTZERODE","44","57",696,696
"57615","Saint-Jean-Rohrbach","57510","ST JEAN ROHRBACH","44","57",1010,1010
"57616","Saint-Julien-lès-Metz","57070","ST JULIEN LES METZ","44","57",2937,2937
"57617","Saint-Jure","57420","ST JURE","44","57",312,312
"57618","Saint-Louis","57820","ST LOUIS","44","57",668,668
"57619","Saint-Louis-lès-Bitche","57620","ST LOUIS LES BITCHE","44","57",511.999999999998,511
"57620","Sainte-Marie-aux-Chênes","57255","STE MARIE AUX CHENES","44","57",4025,4025
"57621","Saint-Médard","57260","ST MEDARD","44","57",100,100
"57622","Saint-Privat-la-Montagne","57855","ST PRIVAT LA MONTAGNE","44","57",1863.99999999999,1863
"57623","Saint-Quirin","57560","ST QUIRIN","44","57",767.999999999998,767
"57624","Sainte-Ruffine","57130","STE RUFFINE","44","57",538.999999999999,538
"57625","Salonnes","57170","SALONNES","44","57",202,202
"57626","Sanry-lès-Vigy","57640","SANRY LES VIGY","44","57",503,503
"57627","Sanry-sur-Nied","57530","SANRY SUR NIED","44","57",306,306
"57628","Sarralbe","57430","SARRALBE","44","57",4571.00000000002,4571
"57629","Sarraltroff","57400","SARRALTROFF","44","57",737.000000000001,737
"57630","Sarrebourg","57400","SARREBOURG","44","57",12306,12306
"57631","Sarreguemines","57200","SARREGUEMINES","44","57",21572,21572
"57633","Sarreinsming","57905","SARREINSMING","44","57",1292.99999999999,1292
"57634","Saulny","57140","SAULNY","44","57",1432,1432
"57635","Schalbach","57370","SCHALBACH","44","57",328,328
"57636","Schmittviller","57412","SCHMITTVILLER","44","57",345,345
"57637","Schneckenbusch","57400","SCHNECKENBUSCH","44","57",295,295
"57638","Schoeneck","57350","SCHOENECK","44","57",2757,2757
"57639","Schorbach","57230","SCHORBACH","44","57",551,551
"57640","Schwerdorff","57320","SCHWERDORFF","44","57",460,460
"57641","Schweyen","57720","SCHWEYEN","44","57",323.000000000001,323
"57642","Scy-Chazelles","57160","SCY CHAZELLES","44","57",2717,2717
"57643","Secourt","57420","SECOURT","44","57",208,208
"57644","Seingbouse","57455","SEINGBOUSE","44","57",1881.99999999999,1881
"57645","Semécourt","57280","SEMECOURT","44","57",907.000000000003,907
"57647","Serémange-Erzange","57290","SEREMANGE ERZANGE","44","57",4286,4286
"57648","Servigny-lès-Raville","57530","SERVIGNY LES RAVILLE","44","57",432,432
"57649","Servigny-lès-Sainte-Barbe","57640","SERVIGNY LES STE BARBE","44","57",442,442
"57650","Sierck-les-Bains","57480","SIERCK LES BAINS","44","57",1676,1676
"57651","Siersthal","57410","SIERSTHAL","44","57",649,649
"57652","Sillegny","57420","SILLEGNY","44","57",434.999999999998,434
"57653","Silly-en-Saulnois","57420","SILLY EN SAULNOIS","44","57",33,33
"57654","Silly-sur-Nied","57530","SILLY SUR NIED","44","57",706,706
"57655","Solgne","57420","SOLGNE","44","57",1092,1092
"57656","Sorbey","57580","SORBEY","44","57",352,352
"57657","Sotzeling","57170","SOTZELING","44","57",28,28
"57658","Soucht","57960","SOUCHT","44","57",1080,1080
"57659","Spicheren","57350","SPICHEREN","44","57",3189,3189
"57660","Stiring-Wendel","57350","STIRING WENDEL","44","57",12506,12506
"57661","Sturzelbronn","57230","STURZELBRONN","44","57",179,179
"57662","Suisse","57340","SUISSE","44","57",103,103
"57663","Talange","57525","TALANGE","44","57",7660,7660
"57664","Tarquimpol","57260","TARQUIMPOL","44","57",66.9999999999998,66
"57665","Tenteling","57980","TENTELING","44","57",1053,1053
"57666","Terville","57180","TERVILLE","44","57",6619,6619
"57667","Téterchen","57220","TETERCHEN","44","57",766,766
"57668","Teting-sur-Nied","57385","TETING SUR NIED","44","57",1453,1453
"57669","Théding","57450","THEDING","44","57",2480,2480
"57670","Thicourt","57380","THICOURT","44","57",145,145
"57671","Thimonville","57580","THIMONVILLE","44","57",160,160
"57672","Thionville","57100","THIONVILLE","44","57",41627,41627
"57673","Thonville","57380","THONVILLE","44","57",44.9999999999999,44
"57674","Tincry","57590","TINCRY","44","57",164,164
"57675","Torcheville","57670","TORCHEVILLE","44","57",127,127
"57676","Tragny","57580","TRAGNY","44","57",107,107
"57677","Trémery","57300","TREMERY","44","57",1083,1083
"57678","Tressange","57710","TRESSANGE","44","57",1994.00000000001,1994
"57679","Tritteling-Redlach","57385","TRITTELING REDLACH","44","57",528.000000000002,528
"57680","Troisfontaines","57870","TROISFONTAINES","44","57",1286,1286
"57681","Tromborn","57320","TROMBORN","44","57",371,371
"57682","Turquestein-Blancrupt","57560","TURQUESTEIN BLANCRUPT","44","57",16,16
"57683","Uckange","57270","UCKANGE","44","57",6315,6315
"57684","Vahl-Ebersing","57660","VAHL EBERSING","44","57",533,533
"57685","Vahl-lès-Bénestroff","57670","VAHL LES BENESTROFF","44","57",139,139
"57686","Vahl-lès-Faulquemont","57380","VAHL LES FAULQUEMONT","44","57",245,245
"57687","Vallerange","57340","VALLERANGE","44","57",216,216
"57689","Valmestroff","57970","VALMESTROFF","44","57",250,250
"57690","Valmont","57730","VALMONT","44","57",3255.00000000001,3255
"57691","Valmunster","57220","VALMUNSTER","44","57",93.9999999999996,93
"57692","Vannecourt","57340","VANNECOURT","44","57",92.0000000000004,92
"57693","Vantoux","57070","VANTOUX","44","57",906,906
"57694","Vany","57070","VANY","44","57",335,335
"57695","Varize","57220","VARIZE","44","57",533,533
"57696","Varsberg","57880","VARSBERG","44","57",916,916
"57697","Vasperviller","57560","VASPERVILLER","44","57",308,308
"57698","Vatimont","57580","VATIMONT","44","57",319,319
"57700","Vaudreching","57320","VAUDRECHING","44","57",561.999999999999,561
"57701","Vaux","57130","VAUX","44","57",844.000000000003,844
"57702","Vaxy","57170","VAXY","44","57",133,133
"57703","Veckersviller","57370","VECKERSVILLER","44","57",261.999999999999,261
"57704","Veckring","57920","VECKRING","44","57",688,688
"57705","Velving","57220","VELVING","44","57",220,220
"57706","Vergaville","57260","VERGAVILLE","44","57",581,581
"57707","Vernéville","57130","VERNEVILLE","44","57",608,608
"57708","Verny","57420","VERNY","44","57",1939,1939
"57709","Vescheim","57370","VESCHEIM","44","57",284,284
"57711","Vibersviller","57670","VIBERSVILLER","44","57",465,465
"57712","Vic-sur-Seille","57630","VIC SUR SEILLE","44","57",1333,1333
"57713","Vieux-Lixheim","57635","VIEUX LIXHEIM","44","57",257,257
"57714","Haute-Vigneulles","57690","HAUTE VIGNEULLES","44","57",420.000000000002,420
"57715","Vigny","57420","VIGNY","44","57",328,328
"57716","Vigy","57640","VIGY","44","57",1593,1593
"57717","Viller","57340","VILLER","44","57",197,197
"57718","Villers-Stoncourt","57530","VILLERS STONCOURT","44","57",249,249
"57719","Villers-sur-Nied","57340","VILLERS SUR NIED","44","57",83.0000000000003,83
"57720","Villing","57550","VILLING","44","57",490.999999999999,490
"57721","Vilsberg","57370","VILSBERG","44","57",372,372
"57722","Vionville","57130","VIONVILLE","44","57",179,179
"57723","Virming","57340","VIRMING","44","57",291,291
"57724","Vitry-sur-Orne","57185","VITRY SUR ORNE","44","57",2984,2984
"57725","Vittersbourg","57670","VITTERSBOURG","44","57",358,358
"57726","Vittoncourt","57580","VITTONCOURT","44","57",387,387
"57727","Viviers","57590","VIVIERS","44","57",124,124
"57728","Voimhaut","57580","VOIMHAUT","44","57",258,258
"57730","Volmerange-lès-Boulay","57220","VOLMERANGE LES BOULAY","44","57",567.999999999998,567
"57731","Volmerange-les-Mines","57330","VOLMERANGE LES MINES","44","57",2063,2063
"57732","Volmunster","57720","VOLMUNSTER","44","57",833,833
"57733","Volstroff","57940","VOLSTROFF","44","57",1703,1703
"57734","Voyer","57560","VOYER","44","57",437,437
"57736","Vry","57640","VRY","44","57",545.999999999999,545
"57737","Vulmont","57420","VULMONT","44","57",38,38
"57738","Waldhouse","57720","WALDHOUSE","44","57",392.000000000002,392
"57739","Waldweistroff","57320","WALDWEISTROFF","44","57",494.999999999999,494
"57740","Waldwisse","57480","WALDWISSE","44","57",795,795
"57741","Walschbronn","57720","WALSCHBRONN","44","57",496,496
"57742","Walscheid","57870","WALSCHEID","44","57",1596,1596
"57743","Waltembourg","57370","WALTEMBOURG","44","57",248,248
"57745","Wiesviller","57200","WIESVILLER","44","57",1004,1004
"57746","Willerwald","57430","WILLERWALD","44","57",1505,1505
"57747","Wintersbourg","57635","WINTERSBOURG","44","57",274.999999999999,274
"57748","Wittring","57905","WITTRING","44","57",809.000000000001,809
"57749","Voelfling-lès-Bouzonville","57320","VOELFLING LES BOUZONVILLE","44","57",165,165
"57750","Woelfling-lès-Sarreguemines","57200","WOELFLING LES SARREGUEMINES","44","57",730,730
"57751","Woippy","57140","WOIPPY","44","57",13495,13495
"57752","Woustviller","57915","WOUSTVILLER","44","57",3238.99999999999,3238
"57753","Wuisse","57170","WUISSE","44","57",63,63
"57754","Xanrey","57630","XANREY","44","57",116,116
"57755","Xocourt","57590","XOCOURT","44","57",86,86
"57756","Xouaxange","57830","XOUAXANGE","44","57",324,324
"57757","Yutz","57970","YUTZ","44","57",15898,15898
"57759","Zarbeling","57340","ZARBELING","44","57",63.9999999999997,63
"57760","Zetting","57905","ZETTING","44","57",847,847
"57761","Zilling","57370","ZILLING","44","57",271,271
"57762","Zimming","57690","ZIMMING","44","57",685,685
"57763","Zommange","57260","ZOMMANGE","44","57",38.0000000000001,38
"57764","Zoufftgen","57330","ZOUFFTGEN","44","57",1042,1042
"57765","Diesen","57890","DIESEN","44","57",1083,1083
"57767","Stuckange","57970","STUCKANGE","44","57",1011,1011
"58001","Achun","58110","ACHUN","27","58",146,146
"58002","Alligny-Cosne","58200","ALLIGNY COSNE","27","58",864,864
"58003","Alligny-en-Morvan","58230","ALLIGNY EN MORVAN","27","58",645.000000000001,645
"58004","Alluy","58110","ALLUY","27","58",407,407
"58005","Amazy","58190","AMAZY","27","58",234,234
"58006","Anlezy","58270","ANLEZY","27","58",271,271
"58007","Annay","58450","ANNAY","27","58",340,340
"58008","Anthien","58800","ANTHIEN","27","58",177,177
"58009","Arbourse","58350","ARBOURSE","27","58",121,121
"58010","Arleuf","58430","ARLEUF","27","58",802.000000000004,802
"58011","Armes","58500","ARMES","27","58",303,303
"58012","Arquian","58310","ARQUIAN","27","58",597,597
"58013","Arthel","58700","ARTHEL","27","58",98.9999999999999,98
"58014","Arzembouy","58700","ARZEMBOUY","27","58",71,71
"58015","Asnan","58420","ASNAN","27","58",129,129
"58016","Asnois","58190","ASNOIS","27","58",158.999999999999,158
"58017","Aunay-en-Bazois","58110","AUNAY EN BAZOIS","27","58",237,237
"58018","Authiou","58700","AUTHIOU","27","58",38,38
"58019","Avrée","58170","AVREE","27","58",89.9999999999999,89
"58020","Avril-sur-Loire","58300","AVRIL SUR LOIRE","27","58",246,246
"58021","Azy-le-Vif","58240","AZY LE VIF","27","58",217,217
"58022","Balleray","58130","BALLERAY","27","58",217,217
"58023","Bazoches","58190","BAZOCHES","27","58",177,177
"58024","Bazolles","58110","BAZOLLES","27","58",284,284
"58025","Béard","58160","BEARD","27","58",167,167
"58026","Beaulieu","58420","BEAULIEU","27","58",31,31
"58027","Beaumont-la-Ferrière","58700","BEAUMONT LA FERRIERE","27","58",124,124
"58028","Beaumont-Sardolles","58270","BEAUMONT SARDOLLES","27","58",125,125
"58029","Beuvron","58210","BEUVRON","27","58",91.9999999999999,91
"58030","Biches","58110","BICHES","27","58",314,314
"58031","Billy-Chevannes","58270","BILLY CHEVANNES","27","58",354.999999999999,354
"58032","Billy-sur-Oisy","58500","BILLY SUR OISY","27","58",382,382
"58033","Bitry","58310","BITRY","27","58",320,320
"58034","Blismes","58120","BLISMES","27","58",174,174
"58035","Bona","58330","BONA","27","58",304,304
"58036","Bouhy","58310","BOUHY","27","58",446,446
"58037","Brassy","58140","BRASSY","27","58",623,623
"58038","Breugnon","58460","BREUGNON","27","58",177,177
"58039","Brèves","58530","BREVES","27","58",282,282
"58040","Brinay","58110","BRINAY","27","58",158,158
"58041","Brinon-sur-Beuvron","58420","BRINON SUR BEUVRON","27","58",187,187
"58042","Bulcy","58400","BULCY","27","58",139,139
"58043","Bussy-la-Pesle","58420","BUSSY LA PESLE","27","58",52,52
"58044","La Celle-sur-Loire","58440","LA CELLE SUR LOIRE","27","58",855,855
"58045","La Celle-sur-Nièvre","58700","LA CELLE SUR NIEVRE","27","58",162,162
"58046","Cercy-la-Tour","58340","CERCY LA TOUR","27","58",1861,1861
"58047","Cervon","58800","CERVON","27","58",599.000000000002,599
"58048","Cessy-les-Bois","58220","CESSY LES BOIS","27","58",110,110
"58049","Chalaux","58140","CHALAUX","27","58",78,78
"58050","Challement","58420","CHALLEMENT","27","58",62,62
"58051","Challuy","58000","CHALLUY","27","58",1521,1521
"58052","Champallement","58420","CHAMPALLEMENT","27","58",47,47
"58053","Champlemy","58210","CHAMPLEMY","27","58",338.000000000001,338
"58054","Champlin","58700","CHAMPLIN","27","58",39,39
"58055","Champvert","58300","CHAMPVERT","27","58",825,825
"58056","Champvoux","58400","CHAMPVOUX","27","58",310.999999999999,310
"58057","Chantenay-Saint-Imbert","58240","CHANTENAY ST IMBERT","27","58",1232,1232
"58058","La Chapelle-Saint-André","58210","LA CHAPELLE ST ANDRE","27","58",336,336
"58059","La Charité-sur-Loire","58400","LA CHARITE SUR LOIRE","27","58",5049.99999999998,5049
"58060","Charrin","58300","CHARRIN","27","58",599,599
"58061","Chasnay","58350","CHASNAY","27","58",109,109
"58062","Château-Chinon (Ville)","58120","CHATEAU CHINON","27","58",2086,2086
"58063","Château-Chinon (Campagne)","58120","CHATEAU CHINON CAMPAGNE","27","58",586,586
"58064","Châteauneuf-Val-de-Bargis","58350","CHATEAUNEUF VAL DE BARGIS","27","58",560.000000000002,560
"58065","Châtillon-en-Bazois","58110","CHATILLON EN BAZOIS","27","58",937,937
"58066","Châtin","58120","CHATIN","27","58",100,100
"58067","Chaulgnes","58400","CHAULGNES","27","58",1460,1460
"58068","Chaumard","58120","CHAUMARD","27","58",209,209
"58069","Chaumot","58800","CHAUMOT","27","58",173,173
"58070","Chazeuil","58700","CHAZEUIL","27","58",49,49
"58071","Chevannes-Changy","58420","CHEVANNES CHANGY","27","58",136,136
"58072","Chevenon","58160","CHEVENON","27","58",592.000000000002,592
"58073","Chevroches","58500","CHEVROCHES","27","58",129,129
"58074","Chiddes","58170","CHIDDES","27","58",327,327
"58075","Chitry-les-Mines","58800","CHITRY LES MINES","27","58",213,213
"58076","Chougny","58110","CHOUGNY","27","58",83.9999999999999,83
"58077","Ciez","58220","CIEZ","27","58",379.000000000002,379
"58078","Cizely","58270","CIZELY","27","58",63,63
"58079","Clamecy","58500","CLAMECY","27","58",3992.99999999998,3992
"58080","La Collancelle","58800","LA COLLANCELLE","27","58",184,184
"58081","Colméry","58350","COLMERY","27","58",340,340
"58082","Corancy","58120","CORANCY","27","58",309.000000000001,309
"58083","Corbigny","58800","CORBIGNY","27","58",1570,1570
"58084","Corvol-d'Embernard","58210","CORVOL D EMBERNARD","27","58",97,97
"58085","Corvol-l'Orgueilleux","58460","CORVOL L ORGUEILLEUX","27","58",765,765
"58086","Cosne-Cours-sur-Loire","58200","COSNE COURS SUR LOIRE","27","58",10629,10629
"58087","Cossaye","58300","COSSAYE","27","58",777,777
"58088","Coulanges-lès-Nevers","58660","COULANGES LES NEVERS","27","58",3585,3585
"58089","Couloutre","58220","COULOUTRE","27","58",215,215
"58090","Courcelles","58210","COURCELLES","27","58",205,205
"58092","Crux-la-Ville","58330","CRUX LA VILLE","27","58",426.999999999999,426
"58093","Cuncy-lès-Varzy","58210","CUNCY LES VARZY","27","58",137,137
"58094","Dampierre-sous-Bouhy","58310","DAMPIERRE SOUS BOUHY","27","58",467.999999999999,467
"58095","Decize","58300","DECIZE","27","58",5689,5689
"58096","Devay","58300","DEVAY","27","58",512.000000000002,512
"58097","Diennes-Aubigny","58340","DIENNES AUBIGNY","27","58",102,102
"58098","Dirol","58190","DIROL","27","58",120,120
"58099","Dommartin","58120","DOMMARTIN","27","58",177,177
"58101","Dompierre-sur-Nièvre","58350","DOMPIERRE SUR NIEVRE","27","58",195,195
"58102","Donzy","58220","DONZY","27","58",1602,1602
"58103","Dornecy","58530","DORNECY","27","58",503,503
"58104","Dornes","58390","DORNES","27","58",1380,1380
"58105","Druy-Parigny","58160","DRUY PARIGNY","27","58",359.999999999999,359
"58106","Dun-les-Places","58230","DUN LES PLACES","27","58",348,348
"58107","Dun-sur-Grandry","58110","DUN SUR GRANDRY","27","58",176,176
"58108","Empury","58140","EMPURY","27","58",78,78
