"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","POP","POParr"
"28387","Thiron-Gardais","28480","THIRON GARDAIS","24","28",1050,1050
"28388","Thivars","28630","THIVARS","24","28",1042,1042
"28389","Thiville","28200","THIVILLE","24","28",359.999999999998,359
"28390","Tillay-le-Péneux","28140","TILLAY LE PENEUX","24","28",333,333
"28391","Toury","28310","TOURY","24","28",2717,2717
"28392","Trancrainville","28310","TRANCRAINVILLE","24","28",175.000000000001,175
"28393","Tremblay-les-Villages","28170","TREMBLAY LES VILLAGES","24","28",2275,2275
"28394","Tréon","28500","TREON","24","28",1365,1365
"28395","Trizay-Coutretot-Saint-Serge","28400","TRIZAY COUTRETOT ST SERGE","24","28",462.999999999999,462
"28396","Trizay-lès-Bonneval","28800","TRIZAY LES BONNEVAL","24","28",322,322
"28397","Umpeau","28700","UMPEAU","24","28",414.000000000001,414
"28398","Unverre","28160","UNVERRE","24","28",1259,1259
"28400","Varize","28140","VARIZE","24","28",205,205
"28401","Vaupillon","28240","VAUPILLON","24","28",450,450
"28403","Ver-lès-Chartres","28630","VER LES CHARTRES","24","28",819.000000000002,819
"28404","Vernouillet","28500","VERNOUILLET","24","28",12047,12047
"28405","Vert-en-Drouais","28500","VERT EN DROUAIS","24","28",1177,1177
"28406","Viabon","28140","EOLE EN BEAUCE","24","28",368,368
"28406","Viabon","28150","EOLE EN BEAUCE","24","28",368,368
"28407","Vichères","28480","VICHERES","24","28",314,314
"28408","Vierville","28700","VIERVILLE","24","28",134,134
"28409","Vieuvicq","28120","VIEUVICQ","24","28",469,469
"28410","Villampuy","28200","VILLAMPUY","24","28",336.999999999999,336
"28411","Villars","28150","VILLARS","24","28",161,161
"28412","Villeau","28150","VILLEAU","24","28",187,187
"28414","Villebon","28190","VILLEBON","24","28",71,71
"28415","Villemeux-sur-Eure","28210","VILLEMEUX SUR EURE","24","28",1620,1620
"28417","Villiers-le-Morhier","28130","VILLIERS LE MORHIER","24","28",1352.99999999999,1352
"28418","Villiers-Saint-Orien","28800","VILLIERS ST ORIEN","24","28",165,165
"28419","Vitray-en-Beauce","28360","VITRAY EN BEAUCE","24","28",358.999999999999,358
"28421","Voise","28700","VOISE","24","28",296,296
"28422","Voves","28150","LES VILLAGES VOVEENS","24","28",3164,3164
"28423","Yermenonville","28130","YERMENONVILLE","24","28",569,569
"28424","Yèvres","28160","YEVRES","24","28",1723,1723
"28425","Ymeray","28320","YMERAY","24","28",625,625
"28426","Ymonville","28150","YMONVILLE","24","28",487,487
"29001","Argol","29560","ARGOL","53","29",1023,1023
"29002","Arzano","29300","ARZANO","53","29",1384,1384
"29003","Audierne","29770","AUDIERNE","53","29",2159,2159
"29004","Bannalec","29380","BANNALEC","53","29",5569,5569
"29005","Baye","29300","BAYE","53","29",1139,1139
"29006","Bénodet","29950","BENODET","53","29",3441.99999999999,3441
"29007","Berrien","29690","BERRIEN","53","29",974.000000000004,974
"29008","Beuzec-Cap-Sizun","29790","BEUZEC CAP SIZUN","53","29",1042,1042
"29010","Bodilis","29400","BODILIS","53","29",1567,1567
"29011","Bohars","29820","BOHARS","53","29",3528,3528
"29012","Bolazec","29640","BOLAZEC","53","29",192,192
"29013","Botmeur","29690","BOTMEUR","53","29",218.000000000001,218
"29014","Botsorhel","29650","BOTSORHEL","53","29",448.000000000001,448
"29015","Bourg-Blanc","29860","BOURG BLANC","53","29",3447,3447
"29016","Brasparts","29190","BRASPARTS","53","29",1054,1054
"29017","Brélès","29810","BRELES","53","29",865,865
"29018","Brennilis","29690","BRENNILIS","53","29",467,467
"29019","Brest","29200","BREST","53","29",139386,139386
"29020","Briec","29510","BRIEC","53","29",5554,5554
"29021","Brignogan-Plages","29890","BRIGNOGAN PLAGE","53","29",740,740
"29022","Camaret-sur-Mer","29570","CAMARET SUR MER","53","29",2586,2586
"29023","Carantec","29660","CARANTEC","53","29",3151.00000000001,3151
"29024","Carhaix-Plouguer","29270","CARHAIX PLOUGUER","53","29",7397.00000000002,7397
"29025","Cast","29150","CAST","53","29",1636,1636
"29026","Châteaulin","29150","CHATEAULIN","53","29",5177,5177
"29027","Châteauneuf-du-Faou","29520","CHATEAUNEUF DU FAOU","53","29",3717,3717
"29028","Cléden-Cap-Sizun","29770","CLEDEN CAP SIZUN","53","29",973.000000000001,973
"29029","Cléden-Poher","29270","CLEDEN POHER","53","29",1117,1117
"29030","Cléder","29233","CLEDER","53","29",3833,3833
"29031","Clohars-Carnoët","29360","CLOHARS CARNOET","53","29",4176,4176
"29032","Clohars-Fouesnant","29950","CLOHARS FOUESNANT","53","29",2123,2123
"29033","Le Cloître-Pleyben","29190","LE CLOITRE PLEYBEN","53","29",562.999999999999,562
"29034","Le Cloître-Saint-Thégonnec","29410","LE CLOITRE ST THEGONNEC","53","29",674.999999999997,674
"29035","Coat-Méal","29870","COAT MEAL","53","29",1068,1068
"29036","Collorec","29530","COLLOREC","53","29",647,647
"29037","Combrit","29120","COMBRIT","53","29",3826,3826
"29038","Commana","29450","COMMANA","53","29",1080,1080
"29039","Concarneau","29900","CONCARNEAU","53","29",18867,18867
"29040","Le Conquet","29217","LE CONQUET","53","29",2699.99999999999,2699
"29041","Coray","29370","CORAY","53","29",1904.00000000001,1904
"29042","Crozon","29160","CROZON","53","29",7634,7634
"29043","Daoulas","29460","DAOULAS","53","29",1768,1768
"29044","Dinéault","29150","DINEAULT","53","29",1885,1885
"29045","Dirinon","29460","DIRINON","53","29",2342,2342
"29046","Douarnenez","29100","DOUARNENEZ","53","29",14750,14750
"29047","Le Drennec","29860","LE DRENNEC","53","29",1772,1772
"29048","Edern","29510","EDERN","53","29",2202.00000000001,2202
"29049","Elliant","29370","ELLIANT","53","29",3199,3199
"29051","Ergué-Gabéric","29500","ERGUE GABERIC","53","29",8136,8136
"29053","Le Faou","29590","LE FAOU","53","29",1725,1725
"29054","La Feuillée","29690","LA FEUILLEE","53","29",632,632
"29055","Le Folgoët","29260","LE FOLGOET","53","29",3141.99999999999,3141
"29056","La Forest-Landerneau","29800","LA FOREST LANDERNEAU","53","29",1813,1813
"29057","La Forêt-Fouesnant","29940","LA FORET FOUESNANT","53","29",3252,3252
"29058","Fouesnant","29170","FOUESNANT","53","29",9305,9305
"29059","Garlan","29610","GARLAN","53","29",1028,1028
"29060","Gouesnach","29950","GOUESNACH","53","29",2679,2679
"29061","Gouesnou","29850","GOUESNOU","53","29",5845,5845
"29062","Gouézec","29190","GOUEZEC","53","29",1124,1124
"29063","Goulien","29770","GOULIEN","53","29",434,434
"29064","Goulven","29890","GOULVEN","53","29",436,436
"29065","Gourlizon","29710","GOURLIZON","53","29",897.999999999997,897
"29066","Guengat","29180","GUENGAT","53","29",1713,1713
"29067","Guerlesquin","29650","GUERLESQUIN","53","29",1355,1355
"29068","Guiclan","29410","GUICLAN","53","29",2438,2438
"29069","Guilers","29820","GUILERS","53","29",7886,7886
"29070","Guiler-sur-Goyen","29710","GUILER SUR GOYEN","53","29",528,528
"29071","Guilligomarc'h","29300","GUILLIGOMARC H","53","29",741.999999999997,741
"29072","Guilvinec","29730","GUILVINEC","53","29",2860.00000000001,2860
"29073","Guimaëc","29620","GUIMAEC","53","29",974.000000000004,974
"29074","Guimiliau","29400","GUIMILIAU","53","29",1039,1039
"29075","Guipavas","29490","GUIPAVAS","53","29",13966,13966
"29076","Guipronvel","29290","GUIPRONVEL","53","29",787,787
"29077","Guissény","29880","GUISSENY","53","29",2024,2024
"29078","Hanvec","29460","HANVEC","53","29",1983,1983
"29079","Henvic","29670","HENVIC","53","29",1309,1309
"29080","Hôpital-Camfrout","29460","L HOPITAL CAMFROUT","53","29",2224,2224
"29081","Huelgoat","29690","HUELGOAT","53","29",1542,1542
"29082","Île-de-Batz","29253","ILE DE BATZ","53","29",493.999999999998,493
"29083","Île-de-Sein","29990","ILE DE SEIN","53","29",216,216
"29084","Île-Molène","29259","ILE MOLENE","53","29",169.000000000001,169
"29085","Île-Tudy","29980","ILE TUDY","53","29",742,742
"29086","Irvillac","29460","IRVILLAC","53","29",1405.99999999999,1405
"29087","Le Juch","29100","LE JUCH","53","29",720,720
"29089","Kergloff","29270","KERGLOFF","53","29",937,937
"29090","Kerlaz","29100","KERLAZ","53","29",830,830
"29091","Kerlouan","29890","KERLOUAN","53","29",2254,2254
"29093","Kernilis","29260","KERNILIS","53","29",1434,1434
"29094","Kernouës","29260","KERNOUES","53","29",730,730
"29095","Kersaint-Plabennec","29860","KERSAINT PLABENNEC","53","29",1357,1357
"29097","Lampaul-Guimiliau","29400","LAMPAUL GUIMILIAU","53","29",2067,2067
"29098","Lampaul-Plouarzel","29810","LAMPAUL PLOUARZEL","53","29",2080,2080
"29099","Lampaul-Ploudalmézeau","29830","LAMPAUL PLOUDALMEZEAU","53","29",810,810
"29100","Lanarvily","29260","LANARVILY","53","29",435,435
"29101","Landéda","29870","LANDEDA","53","29",3603,3603
"29102","Landeleau","29530","LANDELEAU","53","29",964.000000000004,964
"29103","Landerneau","29800","LANDERNEAU","53","29",15443,15443
"29104","Landévennec","29560","LANDEVENNEC","53","29",341,341
"29105","Landivisiau","29400","LANDIVISIAU","53","29",9107.99999999998,9107
"29106","Landrévarzec","29510","LANDREVARZEC","53","29",1786,1786
"29107","Landudal","29510","LANDUDAL","53","29",858,858
"29108","Landudec","29710","LANDUDEC","53","29",1360,1360
"29109","Landunvez","29840","LANDUNVEZ","53","29",1472,1472
"29110","Langolen","29510","LANGOLEN","53","29",879.000000000002,879
"29111","Lanhouarneau","29430","LANHOUARNEAU","53","29",1291,1291
"29112","Lanildut","29840","LANILDUT","53","29",949,949
"29113","Lanmeur","29620","LANMEUR","53","29",2193.00000000001,2193
"29114","Lannéanou","29640","LANNEANOU","53","29",373,373
"29115","Lannédern","29190","LANNEDERN","53","29",323.000000000001,323
"29116","Lanneuffret","29400","LANNEUFFRET","53","29",137,137
"29117","Lannilis","29870","LANNILIS","53","29",5378,5378
"29119","Lanrivoaré","29290","LANRIVOARE","53","29",1444,1444
"29120","Lanvéoc","29160","LANVEOC","53","29",2204.99999999999,2204
"29122","Laz","29520","LAZ","53","29",677.999999999999,677
"29123","Lennon","29190","LENNON","53","29",834.999999999998,834
"29124","Lesneven","29260","LESNEVEN","53","29",7228.99999999999,7228
"29125","Leuhan","29390","LEUHAN","53","29",788,788
"29126","Loc-Brévalaire","29260","LOC BREVALAIRE","53","29",198,198
"29128","Loc-Eguiner","29400","LOC EGUINER","53","29",361.000000000002,361
"29129","Locmaria-Berrien","29690","LOCMARIA BERRIEN","53","29",247,247
"29130","Locmaria-Plouzané","29280","LOCMARIA PLOUZANE","53","29",4864,4864
"29131","Locmélar","29400","LOCMELAR","53","29",449,449
"29132","Locquénolé","29670","LOCQUENOLE","53","29",813.999999999998,813
"29133","Locquirec","29241","LOCQUIREC","53","29",1354,1354
"29134","Locronan","29180","LOCRONAN","53","29",812,812
"29135","Loctudy","29750","LOCTUDY","53","29",3994.99999999999,3994
"29136","Locunolé","29310","LOCUNOLE","53","29",1139,1139
"29137","Logonna-Daoulas","29460","LOGONNA DAOULAS","53","29",2109.99999999999,2109
"29139","Lopérec","29590","LOPEREC","53","29",835,835
"29140","Loperhet","29470","LOPERHET","53","29",3587.99999999999,3587
"29141","Loqueffret","29530","LOQUEFFRET","53","29",381.999999999999,382
"29142","Lothey","29190","LOTHEY","53","29",461,461
"29143","Mahalon","29790","MAHALON","53","29",937,937
"29144","La Martyre","29800","LA MARTYRE","53","29",766,766
"29145","Confort-Meilars","29790","CONFORT MEILARS","53","29",898.999999999998,898
"29146","Melgven","29140","MELGVEN","53","29",3408.00000000001,3408
"29147","Mellac","29300","MELLAC","53","29",2833,2833
"29148","Mespaul","29420","MESPAUL","53","29",918,918
"29149","Milizac","29290","MILIZAC","53","29",3426,3426
"29150","Moëlan-sur-Mer","29350","MOELAN SUR MER","53","29",7032.99999999999,7032
"29151","Morlaix","29600","MORLAIX","53","29",15264,15264
"29152","Motreff","29270","MOTREFF","53","29",711,711
"29153","Névez","29920","NEVEZ","53","29",2682,2682
"29155","Ouessant","29242","ILE D OUESSANT","53","29",876.999999999997,876
"29156","Pencran","29800","PENCRAN","53","29",1862,1862
"29158","Penmarch","29760","PENMARCH","53","29",5401,5401
"29159","Peumerit","29710","PEUMERIT","53","29",804,804
"29160","Plabennec","29860","PLABENNEC","53","29",8276.00000000001,8276
"29161","Pleuven","29170","PLEUVEN","53","29",2728,2728
"29162","Pleyben","29190","PLEYBEN","53","29",3709.99999999999,3709
"29163","Pleyber-Christ","29410","PLEYBER CHRIST","53","29",3083,3083
"29165","Plobannalec-Lesconil","29740","PLOBANNALEC LESCONIL","53","29",3413,3413
"29166","Ploéven","29550","PLOEVEN","53","29",531,531
"29167","Plogastel-Saint-Germain","29710","PLOGASTEL ST GERMAIN","53","29",1866,1866
"29168","Plogoff","29770","PLOGOFF","53","29",1245,1245
"29169","Plogonnec","29180","PLOGONNEC","53","29",3057,3057
"29170","Plomelin","29700","PLOMELIN","53","29",4168,4168
"29171","Plomeur","29120","PLOMEUR","53","29",3796.99999999998,3796
"29172","Plomodiern","29550","PLOMODIERN","53","29",2148.00000000001,2148
"29173","Plonéis","29710","PLONEIS","53","29",2138,2138
"29174","Plonéour-Lanvern","29720","PLONEOUR LANVERN","53","29",6014,6014
"29175","Plonévez-du-Faou","29530","PLONEVEZ DU FAOU","53","29",2147,2147
"29176","Plonévez-Porzay","29550","PLONEVEZ PORZAY","53","29",1795.00000000001,1795
"29177","Plouarzel","29810","PLOUARZEL","53","29",3713.00000000001,3713
"29178","Ploudalmézeau","29830","PLOUDALMEZEAU","53","29",6263,6263
"29179","Ploudaniel","29260","PLOUDANIEL","53","29",3653,3653
"29180","Ploudiry","29800","PLOUDIRY","53","29",905,905
"29181","Plouédern","29800","PLOUEDERN","53","29",2787.99999999999,2787
"29182","Plouégat-Guérand","29620","PLOUEGAT GUERAND","53","29",1110,1110
"29183","Plouégat-Moysan","29650","PLOUEGAT MOYSAN","53","29",670,670
"29184","Plouénan","29420","PLOUENAN","53","29",2517,2517
"29185","Plouescat","29430","PLOUESCAT","53","29",3557,3557
"29186","Plouezoc'h","29252","PLOUEZOC H","53","29",1590,1590
"29187","Plougar","29440","PLOUGAR","53","29",788.000000000004,788
"29188","Plougasnou","29630","PLOUGASNOU","53","29",3108,3108
"29189","Plougastel-Daoulas","29470","PLOUGASTEL DAOULAS","53","29",13101,13101
"29190","Plougonvelin","29217","PLOUGONVELIN","53","29",3946.00000000001,3946
"29191","Plougonven","29640","PLOUGONVEN","53","29",3371,3371
"29192","Plougoulm","29250","PLOUGOULM","53","29",1782,1782
"29193","Plougourvest","29400","PLOUGOURVEST","53","29",1392,1392
"29195","Plouguerneau","29880","PLOUGUERNEAU","53","29",6411.00000000002,6411
"29196","Plouguin","29830","PLOUGUIN","53","29",2108,2108
"29197","Plouhinec","29780","PLOUHINEC","53","29",4106.00000000001,4106
"29198","Plouider","29260","PLOUIDER","53","29",1972,1972
"29199","Plouigneau","29610","PLOUIGNEAU","53","29",4833,4833
"29201","Ploumoguer","29810","PLOUMOGUER","53","29",1941,1941
"29202","Plounéour-Ménez","29410","PLOUNEOUR MENEZ","53","29",1283,1283
"29203","Plounéour-Trez","29890","PLOUNEOUR TREZ","53","29",1249,1249
"29204","Plounéventer","29400","PLOUNEVENTER","53","29",2105,2105
"29205","Plounévézel","29270","PLOUNEVEZEL","53","29",1223,1223
"29206","Plounévez-Lochrist","29430","PLOUNEVEZ LOCHRIST","53","29",2390,2390
"29207","Plourin-lès-Morlaix","29600","PLOURIN LES MORLAIX","53","29",4323,4323
"29208","Plourin","29830","PLOURIN","53","29",1228,1228
"29209","Plouvien","29860","PLOUVIEN","53","29",3715,3715
"29210","Plouvorn","29420","PLOUVORN","53","29",2813,2813
"29211","Plouyé","29690","PLOUYE","53","29",712,712
"29212","Plouzané","29280","PLOUZANE","53","29",12175,12175
"29213","Plouzévédé","29440","PLOUZEVEDE","53","29",1793,1793
"29214","Plovan","29720","PLOVAN","53","29",668.999999999997,668
"29215","Plozévet","29710","PLOZEVET","53","29",2959,2959
"29216","Pluguffan","29700","PLUGUFFAN","53","29",3846.99999999998,3846
"29217","Pont-Aven","29930","PONT AVEN","53","29",2842,2842
"29218","Pont-Croix","29790","PONT CROIX","53","29",1601,1601
"29219","Le Ponthou","29650","LE PONTHOU","53","29",169,169
"29220","Pont-l'Abbé","29120","PONT L ABBE","53","29",8304,8304
"29221","Porspoder","29840","PORSPODER","53","29",1796,1796
"29222","Port-Launay","29150","PORT LAUNAY","53","29",406.000000000001,406
"29224","Pouldergat","29100","POULDERGAT","53","29",1230,1230
"29225","Pouldreuzic","29710","POULDREUZIC","53","29",2131.99999999999,2131
"29226","Poullan-sur-Mer","29100","POULLAN SUR MER","53","29",1546,1546
"29227","Poullaouen","29246","POULLAOUEN","53","29",1335,1335
"29228","Primelin","29770","PRIMELIN","53","29",729.000000000001,729
"29229","Quéménéven","29180","QUEMENEVEN","53","29",1134,1134
"29230","Querrien","29310","QUERRIEN","53","29",1737,1737
"29232","Quimper","29000","QUIMPER","53","29",63532,63532
"29233","Quimperlé","29300","QUIMPERLE","53","29",11978,11978
"29234","Rédené","29300","REDENE","53","29",2898,2898
"29235","Le Relecq-Kerhuon","29480","LE RELECQ KERHUON","53","29",11323,11323
"29236","Riec-sur-Bélon","29340","RIEC SUR BELON","53","29",4111,4111
"29237","La Roche-Maurice","29800","LA ROCHE MAURICE","53","29",1928.99999999999,1928
"29238","Roscanvel","29570","ROSCANVEL","53","29",860.999999999997,860
"29239","Roscoff","29680","ROSCOFF","53","29",3434,3434
"29240","Rosnoën","29590","ROSNOEN","53","29",940,940
"29241","Rosporden","29140","ROSPORDEN","53","29",7507,7507
"29243","Saint-Coulitz","29150","ST COULITZ","53","29",415,415
"29244","Saint-Derrien","29440","ST DERRIEN","53","29",814.000000000001,814
"29245","Saint-Divy","29800","ST DIVY","53","29",1444,1444
"29246","Saint-Eloy","29460","ST ELOY","53","29",222,222
"29247","Saint-Évarzec","29170","ST EVARZEC","53","29",3555,3555
"29248","Saint-Frégant","29260","ST FREGANT","53","29",751,751
"29249","Saint-Goazec","29520","ST GOAZEC","53","29",721.000000000003,721
"29250","Saint-Hernin","29270","ST HERNIN","53","29",751,751
"29251","Saint-Jean-du-Doigt","29630","ST JEAN DU DOIGT","53","29",617,617
"29252","Saint-Jean-Trolimon","29120","ST JEAN TROLIMON","53","29",1006,1006
"29254","Saint-Martin-des-Champs","29600","ST MARTIN DES CHAMPS","53","29",4730.99999999999,4730
"29255","Saint-Méen","29260","ST MEEN","53","29",869,869
"29256","Saint-Nic","29550","ST NIC","53","29",757,757
"29257","Saint-Pabu","29830","ST PABU","53","29",2060,2060
"29259","Saint-Pol-de-Léon","29250","ST POL DE LEON","53","29",6618,6618
"29260","Saint-Renan","29290","ST RENAN","53","29",7815,7815
"29261","Saint-Rivoal","29190","ST RIVOAL","53","29",170,170
"29262","Saint-Sauveur","29400","ST SAUVEUR","53","29",803.999999999998,803
"29263","Saint-Ségal","29590","ST SEGAL","53","29",1025,1025
